section_id,pavement_age_years,aadt,heavy_vehicle_percentage,pavement_thickness_mm,number_of_lanes,subgrade_cbr,annual_rainfall_mm,mean_temperature_c,years_since_last_maintenance,distress_density,pci,traffic_load_index,maintenance_gap,log_aadt
1423,2.74,8562.29,11.27,180.39,4,7.91,1058.17,13.13,2.74,13.07,66.21,964.970083,2.74,9.055239741088256
1424,14.83,7857.26,15.18,267.47,1,8.12,964.875,13.57,2.04,8.02,43.83,1192.732068,2.04,8.9693204868706
1425,1.73,7057.87,1.83,167.19,1,11.19,1676.94,13.13,1.0,3.44,71.47,129.159021,1.0,8.86204026101963
1426,16.49,16431.05,10.69,232.31,1,14.23,1057.73,30.66,14.64,21.21,14.38,1756.4792449999998,14.64,9.706988975006944
1427,13.25,13654.96,13.04,322.06,2,6.28,200.0,5.96,5.45,25.95125,39.82,1780.6067839999998,5.45,9.52193133535458
1428,15.33,2295.91,13.8,305.77,1,2.55,1135.74,7.28,0.91,7.43,30.63,316.83558,0.91,7.739320020380341
1429,10.53,26402.98,9.48,251.06,3,8.45,860.74,13.22,6.65,10.78,52.47,2503.002504,6.65,10.181270035347383
1430,3.51,24442.36,16.97,181.76,4,9.08,970.03,11.0,5.45,8.75,51.75,4147.868492,5.45,10.10411388337782
1431,4.29,4912.56,5.15,295.19,2,4.19,852.55,11.96,4.29,9.58,65.77,252.99684000000005,4.29,8.499754008982631
1432,22.85,11121.58,13.2,252.27,4,11.89,1322.82,28.94,12.45,9.96,0.0,1468.04856,12.45,9.316732555281886
1433,18.55,12030.79,2.67,252.27,1,14.8,1447.88,19.88,14.26,2.71,19.3,321.222093,14.26,9.395307592579861
1434,3.03,9982.0,4.23,304.78,2,14.3,1113.22,5.17,3.03,6.64,80.69,422.2386,3.03,9.208638925336425
1435,2.52,5217.41,21.43,248.3,3,4.56,864.28,17.88,2.52,17.12,62.97,1118.0909629999999,2.52,8.559948036776232
1436,21.03,4734.83,6.38,334.17,1,13.38,983.47,17.24,9.05,16.12,29.36,302.082154,9.05,8.46291228064932
1437,2.18,7939.11,4.92,173.33,4,11.16,1007.84,8.42,2.18,6.54,70.35,390.60421199999996,2.18,8.979682408049499
1438,24.66,20706.09,12.4,100.0,3,7.9,679.03,25.28,5.45,10.1,0.0,2567.55516,5.45,9.938231432686884
1439,21.19,12517.46,20.03,252.27,1,9.03,1231.57,26.06,13.06,6.94,0.0,2507.247238,13.06,9.434959633893689
1440,2.44,6024.01,10.69,270.41,3,13.04,1184.02,26.63,2.44,13.42,61.07,643.966669,2.44,8.703674418108516
1441,2.55,15023.32,27.19,252.27,1,8.24,1616.18,26.85,2.55,1.81,36.23,4084.840708,2.55,9.617425500475745
1442,29.6,8562.29,6.63,181.51,2,6.85,1502.14,5.0,4.4,12.27,11.93,567.679827,4.4,9.055239741088256
1443,11.23,20312.92,17.81,425.4725,1,8.41,725.73,33.62,0.5,22.16,44.94,3617.731051999999,0.5,9.919061644320973
1444,11.12,2014.71,11.48,228.61,2,9.53,1328.12,29.43,11.12,4.76,34.26,231.288708,11.12,7.608726769637621
1445,24.38,6063.53,8.21,301.17,1,4.46,619.62,32.12,6.76,20.19,15.98,497.815813,6.76,8.710212324558366
1446,28.42,3308.55,14.28,204.45,1,13.71,1278.37,19.88,4.88,10.48,20.1,472.46094,4.88,8.104567507467213
1447,29.58,2876.29,3.49,103.68,4,10.76,793.35,33.02,7.07,8.01,7.09,100.382521,7.07,7.96460415791549
1448,22.6,8562.29,9.52,238.08,3,10.23,590.7,29.29,12.28,6.5,13.35,815.130008,12.28,9.055239741088256
1449,11.29,5573.84,8.5,231.41,3,8.41,1112.02,30.12,1.87,20.66,34.5,473.7764,1.87,8.62601889636491
1450,2.51,10691.49,13.52,222.01,3,9.85,200.0,7.8,2.51,6.96,82.47,1445.4894479999998,2.51,9.277296904865649
1451,23.31,7804.56,11.62,241.98,1,3.57,299.61,27.16,13.46,24.39,12.63,906.8898720000001,13.46,8.962591579254628
1452,16.75,11868.38,13.92,268.5,1,3.02,929.0,33.8,14.2,22.56,10.04,1652.0784959999999,14.2,9.381717253720593
1453,12.73,8616.7,10.69,239.49,1,8.86,1032.98,25.36,5.96,5.78,36.29,921.12523,5.96,9.061573506708882
1454,27.19,2903.31,9.7,161.52,2,7.24,852.27,22.12,3.26,7.37,14.12,281.62107,3.26,7.973951119558679
1455,3.34,8562.29,12.1,284.03,2,9.65,368.23,33.37,3.34,1.25,67.3,1036.03709,3.34,9.055239741088256
1456,14.78,5458.86,22.74,113.54,4,3.16,672.84,18.29,4.99,8.21,29.15,1241.344764,4.99,8.605178427384573
1457,0.34,2332.59,11.76,106.47,1,8.41,1156.48,22.98,0.34,9.01,67.58,274.312584,0.34,7.755163133319784
1458,14.06,8562.29,9.49,301.74,3,4.27,1232.71,19.29,9.11,18.37,28.62,812.561321,9.11,9.055239741088256
1459,1.69,26919.54,10.69,285.49,3,14.83,993.51,32.99,1.69,23.37,54.22,2877.698826,1.69,10.20064484299284
1460,3.56,15997.33,9.91,252.27,4,9.29,964.875,7.28,3.56,14.31,57.31,1585.335403,3.56,9.680239620774469
1461,3.53,6130.79,23.66,152.32,3,10.94,1158.96,20.03,0.48,8.75,60.66,1450.544914,0.48,8.721241992829935
1462,19.48,6127.82,10.69,200.45,4,6.23,701.02,25.61,9.66,7.37,10.94,655.063958,9.66,8.720757514478843
1463,22.38,6264.74,7.71,231.61,1,3.23,887.8,28.76,11.44,2.88,11.26,483.011454,11.44,8.742851976875313
1464,17.5,27167.33,8.63,138.29,3,14.69,438.85,22.49,11.39,10.46,22.22,2344.540579,11.39,10.209807235680413
1465,28.87,10998.88,18.19,198.27,1,5.72,956.74,32.27,13.29,18.16,0.0,2000.696272,13.29,9.305639642630094
1466,11.25,11430.42,17.28,295.66,2,7.51,1444.84,33.26,10.94,0.35,20.36,1975.176576,10.94,9.344120983543085
1467,8.57,18475.98,18.91,349.91,3,10.45,1274.12,6.93,8.57,9.33,53.22,3493.8078179999998,8.57,9.824280911927767
1468,26.06,9808.76,10.16,220.64,2,2.32,964.875,17.07,4.99,1.47,0.4,996.570016,4.99,9.191133087428335
1469,6.71,6586.43,11.43,302.95,3,12.53,878.85,5.7,6.71,4.43,63.96,752.8289490000001,6.71,8.7929185666072
1470,28.9,6925.19,9.27,116.02,1,8.98,1538.44,14.88,0.21,9.61,7.98,641.9651129999999,0.21,8.843065157447773
1471,0.36,7651.97,9.33,296.16,4,5.62,922.68,21.11,0.1,23.62,66.34,713.928801,0.1,8.942849086770877
1472,29.1,7865.35,10.69,193.72,1,2.8,1588.63,19.88,3.6,8.64,0.0,840.805915,3.6,8.97034944729808
1473,15.33,14502.9,19.66,271.51,1,8.41,991.26,30.4,5.45,13.67,49.37,2851.27014,5.45,9.582172857761167
1474,26.73,8446.92,13.28,232.66,1,13.64,1282.89,8.82,3.9,10.39,19.49,1121.750976,3.9,9.041675536204234
1475,15.83,14561.15,13.71,342.43,3,10.92,1590.04,7.79,2.66,4.67,51.35,1996.3336649999999,2.66,9.586180975684464
1476,29.79,7596.38,18.93,188.79,4,5.25,922.63,22.68,0.43,11.91,0.0,1437.9947339999999,0.43,8.935558729996911
1477,2.21,8629.21,2.31,293.93,2,2.85,1087.36,20.96,2.21,2.8,66.39,199.33475099999998,2.21,9.063024117500996
1478,16.62,1638.34,13.37,230.43,1,10.98,1515.55,12.99,0.12,8.55,45.11,219.04605799999996,0.12,7.402049000793538
1479,15.33,16866.12,20.22,238.92,3,9.44,946.8,31.98,11.04,20.4,0.0,3410.3294639999995,11.04,9.73312144371661
1480,15.69,10691.36,10.69,237.13,2,7.26,471.64,32.82,2.28,9.81,41.73,1142.9063840000001,2.28,9.277284746725657
1481,18.88,8562.29,19.05,190.8,1,6.73,1857.2,17.08,13.68,10.39,6.21,1631.1162450000002,13.68,9.055239741088256
1482,20.87,798.71,13.41,249.01,2,4.82,812.09,31.71,13.39,6.53,12.61,107.107011,13.39,6.6842491619489195
1483,13.64,27167.33,12.45,245.61,1,10.7,1063.5,16.52,9.81,1.95,36.88,3382.332585,9.81,10.209807235680413
1484,18.83,7246.89,12.63,266.89,2,14.62,1462.4,27.1,10.08,7.15,20.71,915.282207,10.08,8.888465671007207
1485,17.53,19664.03,5.37,255.92,2,4.28,756.6,19.28,0.08,15.57,34.52,1055.9584109999998,0.08,9.88659721041776
1486,27.03,3526.55,1.7,305.86,4,9.76,596.85,8.68,14.77,11.37,20.74,59.951350000000005,14.77,8.16835885797095
1487,1.36,13229.69,17.61,314.65,4,7.51,1101.49,32.84,1.36,2.96,57.16,2329.7484090000003,1.36,9.49029440994403
1488,8.43,3488.64,4.78,176.46,1,7.81,282.77,18.62,8.43,1.38,60.07,166.756992,8.43,8.15755385801349
1489,28.51,4919.61,8.0,310.81,3,5.3,884.84,19.88,9.89,4.62,0.87,393.5688,9.89,8.501187785540843
1490,26.71,27167.33,28.03,166.96,4,12.73,1098.02,16.02,5.17,7.2,2.0,7615.002599,5.17,10.209807235680413
1491,13.67,6956.66,11.27,291.15,2,8.31,892.02,5.57,13.4,7.61,39.17,784.015582,13.4,8.847598489901705
1492,18.6,9642.6,13.97,293.38,4,9.06,382.62,8.02,4.37,7.69,41.38,1347.0712200000003,4.37,9.174049761875144
1493,8.32,16253.35,7.34,116.21,4,5.96,1637.67,19.89,8.32,8.58,23.85,1192.99589,8.32,9.696115844242383
1494,5.64,12046.69,20.09,256.51,1,4.36,1041.42,25.7,1.5,11.64,51.3,2420.180021,1.5,9.396628219296955
1495,13.91,8562.29,2.5,217.21,4,3.12,1572.46,15.04,13.83,6.18,24.99,214.05725000000004,13.83,9.055239741088256
1496,10.6,10850.53,17.42,196.89,4,11.28,895.99,25.86,2.11,3.78,47.35,1890.1623260000003,2.11,9.292061362851976
1497,17.51,27167.33,3.68,344.56,2,4.55,648.0,25.96,3.37,12.61,36.12,999.757744,3.37,10.209807235680413
1498,2.33,7738.05,25.03,204.24,4,10.97,1107.67,26.12,2.33,15.82,57.11,1936.8339150000002,2.33,8.954034220032636
1499,15.33,9517.42,15.08,193.55,2,7.07,913.69,19.78,11.46,5.4,0.0,1435.226936,11.46,9.160984147624912
1500,29.59,18779.54,5.09,255.3,4,7.41,528.9,32.45,9.29,25.95125,0.0,955.878586,9.29,9.840576506342476
1501,20.94,19622.28,10.97,297.99,4,8.1,1587.91,19.68,3.48,22.79,19.92,2152.564116,3.48,9.884471895497608
1502,16.08,20944.35,15.3,240.08,3,6.78,751.09,18.51,0.01,3.17,40.21,3204.48555,0.01,9.949671943673602
1503,15.33,8562.29,7.14,331.65,4,3.31,263.89,19.88,9.29,1.51,50.17,611.347506,9.29,9.055239741088256
1504,24.41,3247.35,8.65,287.17,2,6.03,1531.27,14.23,14.78,7.45,10.86,280.895775,14.78,8.085902454096715
1505,20.54,27167.33,20.84,100.0,2,10.63,798.28,6.27,12.15,10.44,12.1,5661.671572,12.15,10.209807235680413
1506,4.88,3238.69,10.69,212.94,1,10.66,756.87,24.01,4.88,8.75,62.21,346.215961,4.88,8.083232925196501
1507,27.33,10322.78,19.4,210.67,1,5.72,293.84,12.46,13.56,25.95125,3.21,2002.6193199999998,13.56,9.242205251041518
1508,24.68,4431.88,13.92,252.27,3,7.98,1696.38,14.12,6.15,13.69,15.32,616.917696,6.15,8.396804764674174
1509,28.49,7697.8,15.11,252.27,2,4.51,484.21,28.12,7.87,6.29,0.32,1163.1375799999998,7.87,8.948819751540968
1510,21.77,10540.81,18.21,425.4725,2,4.73,1023.38,14.82,7.16,18.91,19.77,1919.481501,7.16,9.263104534107221
1511,18.4,10478.55,22.59,287.17,2,2.3,1365.05,12.27,6.71,9.38,24.81,2367.104445,6.71,9.257181018021834
1512,12.55,11356.4,10.69,260.42,3,13.66,1168.69,10.07,11.63,2.55,46.68,1213.9991599999998,11.63,9.337624792840229
1513,27.98,27167.33,16.76,332.71,2,4.74,976.14,28.25,7.9,2.65,0.0,4553.244508000001,7.9,10.209807235680413
1514,25.98,11647.27,25.11,414.06,1,4.96,319.33,8.89,4.75,6.32,15.74,2924.629497,4.75,9.362912950112872
1515,1.36,8562.29,10.69,310.95,3,5.63,676.11,18.61,1.36,16.82,68.25,915.308801,1.36,9.055239741088256
1516,0.79,17523.0,12.97,316.42,1,3.66,1075.12,20.21,0.57,3.43,63.01,2272.7331000000004,0.57,9.771326648933789
1517,11.29,20985.28,10.69,259.15,1,10.31,685.13,25.62,8.75,6.31,40.95,2243.326432,8.75,9.951624169857002
1518,24.32,8562.29,27.37,240.09,3,2.98,1081.34,24.0,3.45,22.65,10.59,2343.4987730000003,3.45,9.055239741088256
1519,29.62,13067.98,14.37,216.69,4,3.74,1272.7,29.32,2.22,8.75,0.0,1877.868726,2.22,9.477996762256895
1520,4.51,14199.16,15.76,192.17,4,10.38,1385.0,6.34,4.51,12.33,70.47,2237.7876159999996,4.51,9.561008511131506
1521,17.82,6386.55,15.2,201.91,1,6.42,509.53,13.89,10.22,17.24,24.15,970.7556,10.22,8.762106062269973
1522,11.43,24356.78,3.37,155.46,4,11.2,1878.66,13.4,11.28,6.41,36.38,820.823486,11.28,10.100606584666043
1523,29.1,7186.47,17.49,244.69,2,9.25,1306.99,9.38,7.55,23.68,0.0,1256.9136029999997,7.55,8.880094511183852
1524,25.26,8959.42,3.76,132.07,3,5.33,999.31,13.68,13.41,13.98,2.65,336.87419199999994,13.41,9.100572379870378
1525,25.15,7055.36,15.93,263.36,1,10.46,1435.81,14.29,14.05,7.81,0.0,1123.918848,14.05,8.861684616793294
1526,14.06,8204.71,3.11,247.46,2,3.51,1946.16,20.66,12.11,20.76,20.51,255.16648099999998,12.11,9.012585532382534
1527,15.33,3371.05,5.13,260.29,4,8.97,424.51,24.91,9.53,13.55,45.45,172.934865,9.53,8.123276147007067
1528,8.2,2560.5,8.57,213.45,2,7.68,909.89,16.43,4.56,8.42,48.27,219.43484999999998,4.56,7.848348303379257
1529,1.69,27167.33,7.59,425.4725,4,5.48,200.0,26.58,1.69,12.59,76.8,2062.000347,1.69,10.209807235680413
1530,25.94,4115.15,17.98,345.21,1,9.85,1077.06,15.08,4.11,4.1,28.89,739.90397,4.11,8.322673539438593
1531,24.39,3666.11,9.36,162.88,2,13.33,1146.16,13.71,3.04,18.96,25.29,343.14789599999995,3.04,8.207159164894392
1532,29.99,1447.06,4.02,266.3,3,14.99,984.34,21.24,6.63,25.95125,15.92,58.17181199999999,6.63,7.277980008551284
1533,29.9,4860.18,7.01,207.44,1,9.9,738.19,5.71,0.85,1.86,22.29,340.698618,0.85,8.4890364857777
1534,16.66,2811.65,12.45,178.99,2,7.26,200.0,7.39,14.68,5.35,29.86,350.050425,14.68,7.941882378423838
1535,23.07,27167.33,12.29,156.19,2,4.93,1149.41,17.54,8.83,4.98,6.07,3338.864857,8.83,10.209807235680413
1536,28.34,18175.93,12.65,280.26,4,5.34,1582.17,33.29,8.35,14.6,0.0,2299.255145,8.35,9.807908486585163
1537,25.49,4672.64,17.97,202.3,1,8.23,763.59,26.65,9.84,10.05,1.18,839.6734080000001,9.84,8.44969349030962
1538,7.42,27167.33,19.97,317.75,1,6.77,1176.02,7.64,7.42,6.05,52.51,5425.315801,7.42,10.209807235680413
1539,13.52,17772.59,15.19,319.56,1,13.88,372.74,30.39,0.48,6.83,58.75,2699.656421,0.48,9.785468926630541
1540,3.87,6248.74,10.35,346.17,1,6.79,1182.89,26.97,3.87,5.6,58.7,646.7445899999999,3.87,8.740295141865143
1541,28.62,1097.15,8.69,190.33,4,6.85,842.65,23.33,10.74,13.35,1.13,95.34233499999999,10.74,7.0013822247607616
1542,18.19,27167.33,25.35,283.28,3,6.99,964.875,29.61,6.25,9.92,15.84,6886.918155,6.25,10.209807235680413
1543,6.86,2666.02,12.1,294.27,1,12.88,695.85,17.12,6.86,6.57,71.13,322.58842,6.86,7.888717023216514
1544,20.15,2172.6,14.13,216.81,4,10.46,842.56,11.65,3.41,5.69,34.73,306.98838,3.41,7.6841400581121375
1545,18.54,18362.33,7.84,195.98,3,9.98,1152.97,20.36,3.32,21.0,29.52,1439.6066720000001,3.32,9.818111020277488
1546,10.74,27167.33,7.78,362.67,3,6.34,475.13,21.47,2.42,18.63,51.43,2113.6182740000004,2.42,10.209807235680413
1547,3.41,24524.26,4.81,265.92,4,12.63,841.15,21.15,3.41,13.46,66.13,1179.6169059999997,3.41,10.107458885804483
1548,20.15,8562.29,11.53,294.52,1,2.5,983.41,19.88,12.71,17.3,8.06,987.2320370000001,12.71,9.055239741088256
1549,15.61,13040.35,7.78,192.45,3,13.32,560.38,33.46,12.42,2.58,26.83,1014.5392300000001,12.42,9.475880357729393
1550,23.17,16038.26,8.88,164.65,1,8.67,1718.67,32.07,5.74,3.41,1.48,1424.197488,5.74,9.682794745692927
1551,15.6,14870.62,19.7,210.14,1,7.18,658.6,31.27,8.84,3.06,20.75,2929.51214,8.84,9.607209977703134
1552,25.57,10147.2,3.4,241.32,2,8.46,732.23,29.04,10.81,25.95125,0.0,345.00480000000005,10.81,9.225051628841875
1553,16.56,8807.52,10.69,175.5,1,10.68,608.68,33.3,3.62,17.69,35.18,941.523888,3.62,9.083474713898761
1554,16.83,7707.32,13.1,249.31,2,2.17,1719.39,7.95,2.52,6.13,37.57,1009.65892,2.52,8.950055543981291
1555,26.3,4432.98,12.58,131.8,3,13.33,1221.16,12.95,14.58,19.37,0.07,557.6688839999999,14.58,8.397052879566175
1556,12.1,6473.42,22.37,171.6,4,7.81,625.36,19.85,9.26,5.34,39.53,1448.1040540000001,9.26,8.775614307266057
1557,4.02,2091.5,2.28,296.96,2,6.46,1442.49,30.4,4.02,7.73,55.91,47.68619999999999,4.02,7.6461148023636305
1558,0.86,7490.03,20.86,292.27,4,8.41,1080.28,20.15,5.45,6.07,75.02,1562.420258,5.45,8.92146158374563
1559,22.65,3674.33,4.44,222.57,3,7.71,1102.9,27.44,10.55,7.28,6.27,163.140252,10.55,8.209398203533892
1560,18.61,3351.38,9.06,178.76,1,8.45,862.21,9.17,3.34,7.91,48.05,303.63502800000003,3.34,8.11742582033176
1561,15.33,9357.33,3.29,178.08,3,7.25,700.23,12.57,3.92,1.45,31.04,307.856157,3.92,9.14402213474969
1562,6.39,24676.38,0.81,223.87,4,10.82,1135.11,26.95,6.39,11.13,50.95,199.87867800000004,6.39,10.113642313551013
1563,4.09,16892.98,20.6,295.12,3,7.47,781.97,9.94,4.09,7.77,60.05,3479.95388,4.09,9.734712624434486
1564,0.44,2306.76,6.1,314.98,1,14.5,1726.7,15.54,0.44,23.65,72.84,140.71236000000002,0.44,7.744032636085875
1565,10.52,3671.29,16.06,215.24,3,9.79,492.28,12.95,3.94,12.99,51.88,589.6091739999999,3.94,8.208570724656797
1566,17.7,8562.29,7.74,169.26,1,12.5,1614.46,15.5,0.54,10.78,32.48,662.7212460000001,0.54,9.055239741088256
1567,11.77,3692.32,22.7,268.75,2,3.42,955.47,26.25,10.57,22.72,27.77,838.1566399999999,10.57,8.214281061518346
1568,13.12,6770.25,8.3,192.35,4,7.16,1119.63,16.04,7.38,21.2,40.52,561.93075,7.38,8.820440986972109
1569,27.12,27167.33,9.72,213.72,1,6.38,964.875,21.66,1.41,24.35,2.23,2640.6644760000004,1.41,10.209807235680413
1570,10.45,3734.33,6.75,342.77,1,9.4,747.9,8.0,2.58,5.62,66.38,252.06727500000002,2.58,8.225591447077639
1571,15.42,8815.8,4.79,307.9,3,13.19,1345.7,29.15,1.54,2.99,42.09,422.27681999999993,1.54,9.084414271377332
1572,15.33,2787.16,17.13,261.06,2,3.02,200.0,16.1,9.19,1.46,13.28,477.4405079999999,9.19,7.933137159042922
1573,11.9,5008.57,11.22,252.27,1,2.94,712.0,24.46,1.41,17.14,34.92,561.961554,1.41,8.519105362052134
1574,18.66,10465.35,1.02,264.8,2,13.05,630.37,26.76,11.31,1.2,26.68,106.74657,11.31,9.25592062799348
1575,25.87,2265.62,23.04,324.39,2,4.77,498.6,11.29,0.31,10.03,23.93,521.998848,0.31,7.726045014048854
1576,28.49,11526.22,9.87,223.71,3,10.69,914.02,31.54,3.74,2.04,0.0,1137.637914,3.74,9.352466474043938
1577,4.41,7976.78,10.69,344.58,1,9.06,1154.3,23.49,4.41,18.87,58.7,852.7177819999999,4.41,8.98441545625159
1578,27.8,12606.8,3.08,340.49,3,12.83,1281.06,17.86,5.45,12.27,4.99,388.28944,5.45,9.44207094902768
1579,15.33,9692.73,5.27,366.46,4,3.63,1096.35,10.47,1.09,18.8,50.17,510.80687099999994,1.09,9.179234563737678
1580,7.75,24132.44,13.69,252.27,4,3.69,733.72,33.27,7.75,10.19,41.79,3303.7310359999997,7.75,10.091353709585434
1581,13.77,8956.9,17.69,291.12,1,9.24,964.875,27.65,7.4,3.77,30.35,1584.47561,7.4,9.100291103498863
1582,15.33,5747.24,10.69,348.99,2,14.3,1049.71,19.88,12.7,5.94,4.57,614.379956,12.7,8.656648999980701
1583,14.78,8935.95,10.69,281.32,1,7.39,1374.42,15.13,9.01,15.98,22.41,955.253055,9.01,9.097949646647155
1584,9.86,12514.44,8.32,214.91,1,6.25,1310.77,29.29,9.86,8.75,32.39,1041.201408,9.86,9.434718361058481
1585,19.0,8426.09,10.69,218.6,4,9.89,1012.19,19.88,14.9,5.55,17.97,900.749021,14.9,9.039206795672603
1586,7.2,8370.54,4.38,266.7,4,8.41,641.1,27.97,3.49,4.91,71.8,366.629652,3.49,9.032593137001411
1587,15.33,4621.19,10.03,159.66,2,12.88,738.82,18.24,2.28,8.0,76.12,463.50535699999995,2.28,8.43862389773499
1588,15.33,4767.99,18.46,239.97,2,14.94,780.08,26.49,3.87,13.3,64.34,880.170954,3.87,8.46988982142037
1589,3.84,2638.37,24.9,326.76,1,2.29,873.89,16.59,0.59,18.47,61.09,656.95413,0.59,7.878295531298538
1590,4.56,27167.33,15.94,100.0,3,3.47,1107.22,11.34,0.22,2.41,50.84,4330.472402,0.22,10.209807235680413
1591,4.16,2995.63,2.35,357.41,1,9.92,1286.07,23.98,1.79,4.01,75.62,70.397305,1.79,8.005243602905123
1592,19.23,4654.9,10.69,328.57,2,8.41,979.55,19.88,9.74,2.7,28.53,497.60880999999995,9.74,8.445890511517396
1593,5.46,4560.9,2.35,217.82,3,5.71,1006.45,14.32,5.45,8.25,63.35,107.18114999999999,5.45,8.425494482393647
1594,10.37,16579.79,5.62,288.04,4,5.11,1057.32,18.83,8.3,8.75,41.0,931.7841980000001,8.3,9.716000075322563
1595,26.9,6399.92,7.25,250.22,2,12.23,793.64,25.22,0.48,11.06,17.37,463.9942,0.48,8.764197009016723
1596,14.22,21986.71,4.83,336.1,2,2.73,629.84,21.25,7.04,20.2,35.66,1061.958093,7.04,9.998238939881388
1597,20.03,4727.76,15.22,252.27,3,6.8,297.82,30.3,13.87,1.52,22.83,719.565072,13.87,8.461418290668767
1598,5.17,10129.38,4.62,152.0,2,8.58,721.94,27.85,5.17,4.14,57.03,467.97735599999993,5.17,9.223294108878743
1599,5.77,4153.57,13.77,291.11,2,9.28,1189.26,6.75,5.77,24.52,59.09,571.9465889999999,5.77,8.331964212162752
1600,1.23,27167.33,16.96,235.61,2,11.47,718.84,34.95,1.23,9.83,62.34,4607.579168,1.23,10.209807235680413
1601,5.07,3133.55,8.91,255.8,2,6.61,904.88,27.57,5.07,5.63,62.45,279.19930500000004,5.07,8.050240902094217
1602,8.36,10382.29,19.86,199.03,2,8.41,1186.57,30.92,7.79,25.95125,22.93,2061.922794,7.79,9.247953062184045
1603,5.31,13453.86,14.69,372.37,2,9.61,1208.28,24.54,5.31,6.81,47.08,1976.3720340000002,5.31,9.50709565805299
1604,2.66,11282.85,7.06,322.8,2,9.12,568.19,30.69,2.66,12.93,75.18,796.56921,2.66,9.331127778875077
1605,3.62,6986.74,10.32,198.22,2,10.33,1398.82,8.37,3.62,4.3,61.37,721.031568,3.62,8.851912463921808
1606,13.82,8562.29,7.58,156.58,4,5.37,1450.94,15.43,3.6,3.64,35.25,649.0215820000001,3.6,9.055239741088256
1607,6.19,8562.29,16.62,223.0,2,3.1,548.06,31.29,4.2,13.48,52.04,1423.0525980000002,4.2,9.055239741088256
1608,10.93,7204.05,14.95,280.42,4,3.55,670.47,11.05,0.8,25.95125,50.6,1077.005475,0.8,8.882537448034803
1609,15.33,17520.09,12.63,252.27,4,4.92,1476.44,7.35,5.45,5.83,29.1,2212.787367,5.45,9.771160577167006
1610,20.71,27167.33,3.36,337.72,1,8.5,941.26,28.64,6.26,3.4,23.84,912.822288,6.26,10.209807235680413
1611,1.18,5187.5,6.82,305.29,1,12.93,200.0,30.06,1.18,16.94,94.37,353.78749999999997,1.18,8.554199917045333
1612,23.98,2708.52,5.91,317.87,4,11.12,440.13,9.88,3.48,5.88,45.34,160.073532,3.48,7.904526776414616
1613,18.84,7550.54,1.6,252.27,4,12.26,900.25,30.63,13.52,11.17,20.3,120.80864,13.52,8.929506794953236
1614,15.33,27167.33,4.13,152.75,2,6.56,964.875,25.6,2.45,5.69,66.0,1122.010729,2.45,10.209807235680413
1615,26.21,4260.15,4.21,236.3,1,7.26,834.63,20.6,8.3,6.5,16.29,179.35231499999998,8.3,8.35729435588429
1616,27.63,27167.33,9.11,324.21,3,7.12,1012.96,29.91,9.24,3.99,0.34,2474.943763,9.24,10.209807235680413
1617,1.83,27167.33,16.15,246.39,1,4.49,964.875,17.58,1.83,13.74,50.89,4387.523795,1.83,10.209807235680413
1618,8.31,5203.72,7.42,285.22,4,8.41,883.82,10.82,5.87,11.42,56.4,386.11602400000004,5.87,8.557321185173663
1619,24.19,12774.25,9.43,227.69,4,9.68,1429.02,13.55,13.73,11.13,5.91,1204.6117749999999,13.73,9.45526498435205
1620,22.45,27167.33,9.43,252.27,2,14.86,1571.5,20.15,1.88,4.7,18.43,2561.879219,1.88,10.209807235680413
1621,5.54,8562.29,10.23,241.37,2,4.17,1573.72,20.94,5.45,10.7,43.75,875.9222670000001,5.45,9.055239741088256
1622,6.28,6885.24,11.09,271.63,1,2.61,1113.9,29.17,5.17,8.75,46.63,763.5731159999999,5.17,8.837280496616694
1623,11.11,5088.08,19.72,204.1,2,12.13,214.68,19.88,7.47,3.42,46.15,1003.3693759999999,7.47,8.534852346646055
1624,14.54,3598.22,10.69,233.5,3,5.28,1184.33,22.44,6.86,4.33,30.34,384.64971799999995,6.86,8.188472434301922
1625,18.55,4820.24,19.92,184.24,3,12.79,1419.36,28.42,7.78,4.54,18.97,960.191808,7.78,8.480786435369392
1626,11.07,3043.76,10.83,328.35,2,11.15,967.57,10.75,2.1,9.2,61.23,329.63920800000005,2.1,8.021177359303726
1627,13.88,8327.07,9.79,229.39,3,14.29,1697.83,6.5,7.7,3.18,45.86,815.2201529999999,7.7,9.027387015638922
1628,22.42,4376.57,28.067500000000003,351.69,3,7.32,1343.93,31.21,3.64,12.28,13.93,1228.39378475,3.64,8.384249054894518
1629,1.1,9769.58,17.62,357.01,1,10.61,1227.31,7.27,1.1,1.34,84.98,1721.399996,1.1,9.187131108679072
1630,7.57,2333.87,1.71,244.33,3,8.04,1434.55,12.4,0.97,14.92,55.65,39.909177,0.97,7.755711494034913
1631,21.4,10558.69,13.53,179.41,4,10.2,1133.35,25.86,11.44,10.98,7.75,1428.5907570000002,11.44,9.26479920076875
1632,26.86,8562.29,4.37,103.99,4,7.84,200.0,17.28,5.45,25.95125,4.97,374.17207300000007,5.45,9.055239741088256
1633,15.35,1644.2,11.16,252.27,1,4.45,800.34,31.29,9.4,3.57,24.94,183.49272000000002,9.4,7.405617236356269
1634,15.96,10929.77,4.93,153.83,2,8.6,1478.87,13.94,10.91,8.75,24.85,538.837661,10.91,9.29933702699663
