section_id,pavement_age_years,aadt,heavy_vehicle_percentage,pavement_thickness_mm,number_of_lanes,subgrade_cbr,annual_rainfall_mm,mean_temperature_c,years_since_last_maintenance,distress_density,pci
1615,26.21,4260.15,4.21,236.3,1,7.26,834.63,20.6,8.3,6.5,16.29
1616,27.63,30070.31,9.11,324.21,3,7.12,1012.96,29.91,9.24,3.99,0.34
1617,1.83,31012.97,16.15,246.39,1,4.49,,17.58,1.83,13.74,50.89
1618,8.31,5203.72,7.42,285.22,4,,883.82,10.82,5.87,11.42,56.4
1619,24.19,12774.25,9.43,227.69,4,9.68,1429.02,13.55,13.73,11.13,5.91
1620,22.45,29813.52,9.43,,2,14.86,1571.5,20.15,1.88,4.7,18.43
1621,5.54,,10.23,241.37,2,4.17,1573.72,20.94,,10.7,43.75
1622,6.28,6885.24,11.09,271.63,1,2.61,1113.9,29.17,5.17,,46.63
1623,11.11,5088.08,19.72,204.1,2,12.13,214.68,,7.47,3.42,46.15
1624,14.54,3598.22,,233.5,3,5.28,1184.33,22.44,6.86,4.33,30.34
1625,18.55,4820.24,19.92,184.24,3,12.79,1419.36,28.42,7.78,4.54,18.97
1626,11.07,3043.76,10.83,328.35,2,11.15,967.57,10.75,2.1,9.2,61.23
1627,13.88,8327.07,9.79,229.39,3,14.29,1697.83,6.5,7.7,3.18,45.86
1628,22.42,4376.57,28.28,351.69,3,7.32,1343.93,31.21,3.64,12.28,13.93
1629,1.1,9769.58,17.62,357.01,1,10.61,1227.31,7.27,1.1,1.34,84.98
1630,7.57,2333.87,1.71,244.33,3,8.04,1434.55,12.4,0.97,14.92,55.65
1631,21.4,10558.69,13.53,179.41,4,10.2,1133.35,25.86,11.44,10.98,7.75
1632,26.86,,4.37,103.99,4,7.84,200.0,17.28,,27.94,4.97
1633,15.35,1644.2,11.16,,1,4.45,800.34,31.29,9.4,3.57,24.94
1634,15.96,10929.77,4.93,153.83,2,8.6,1478.87,13.94,10.91,,24.85
1635,3.22,21636.46,12.43,346.49,1,8.87,676.96,5.36,3.22,7.79,71.69
1636,13.42,3078.78,23.23,258.11,2,12.54,910.61,14.02,7.06,6.63,39.41
1637,15.98,30885.99,14.08,277.27,2,11.56,582.07,22.34,5.82,3.41,33.61
1638,7.27,11330.07,8.46,100.0,2,10.63,1713.57,16.28,5.64,5.76,48.04
1639,8.08,4610.03,7.62,,2,3.47,1672.6,,8.08,5.98,42.55
1640,11.32,7749.51,21.15,312.1,2,11.37,646.45,31.3,7.42,2.05,35.88
1641,0.6,12665.81,,270.07,1,8.5,1058.92,32.37,0.6,10.89,61.57
1642,9.66,8611.07,20.38,239.7,2,13.62,727.8,12.98,9.66,9.87,50.92
1643,6.34,12469.05,15.55,289.54,3,13.96,1245.98,18.86,2.56,12.9,58.85
1644,9.82,3879.5,9.94,364.51,3,2.72,1203.87,21.47,2.04,5.15,47.29
1645,,9278.81,13.03,234.53,2,12.67,1324.68,33.47,3.59,15.32,48.96
1646,26.72,2615.02,24.65,254.86,3,2.49,1132.77,34.96,4.52,20.93,0.0
1647,17.81,7413.21,10.55,263.48,4,6.77,2174.16,12.06,0.28,7.04,32.92
1648,20.37,3931.88,7.29,417.45,1,9.05,588.83,,13.33,3.64,29.43
1649,23.68,4498.85,6.88,103.05,1,3.93,315.76,16.34,3.4,8.84,22.04
1650,14.95,21782.77,15.87,297.83,2,11.7,842.76,5.24,13.94,8.54,32.83
1651,2.61,19400.38,8.1,241.96,2,2.11,372.8,5.28,2.61,7.33,71.59
1652,16.11,,9.15,289.67,4,,403.02,18.82,11.44,12.92,28.96
1653,17.61,3381.75,18.54,203.98,2,9.55,599.47,19.65,3.02,6.37,33.19
1654,22.36,6290.99,4.05,,3,11.29,631.12,,3.51,3.38,47.27
1655,12.95,21385.71,11.2,299.8,4,13.92,618.15,25.61,7.82,9.47,44.05
1656,3.83,9075.86,19.66,467.9,3,11.17,1207.29,13.82,2.58,,60.9
1657,8.51,51816.49,12.64,306.56,1,10.73,797.52,21.8,4.58,14.15,55.8
1658,10.89,11099.49,11.27,190.64,3,7.13,928.19,14.03,4.82,6.03,50.93
1659,19.38,9448.76,15.1,220.34,1,2.02,1357.69,10.01,2.39,10.49,27.94
1660,17.12,6327.79,12.93,218.26,3,3.56,693.47,,3.08,21.2,34.85
1661,10.68,9016.69,9.82,124.3,1,8.95,894.18,11.97,10.68,17.76,47.27
1662,29.6,7172.6,2.03,226.89,2,10.78,1146.3,21.04,2.51,1.91,9.16
1663,18.17,14278.17,15.57,301.3,3,7.43,223.37,10.96,0.43,6.42,44.1
1664,,17419.78,3.64,160.8,1,11.5,200.0,20.25,7.12,20.27,65.28
1665,3.05,4320.85,16.26,323.39,3,8.78,1138.45,9.72,3.05,1.9,81.01
1666,4.59,2793.4,1.97,284.14,4,2.96,1196.81,25.13,4.59,8.02,56.16
1667,7.38,1865.04,5.36,198.6,2,4.5,1825.69,27.62,1.78,,51.22
1668,,12165.91,12.45,240.09,1,12.92,1063.24,8.31,4.82,10.66,68.64
1669,5.6,3351.98,9.39,361.88,4,11.42,1327.9,19.03,5.6,0.85,70.33
1670,8.55,1447.64,8.26,301.35,3,13.63,921.81,7.13,8.55,18.97,66.5
1671,5.2,11057.49,27.27,250.61,4,3.53,1118.89,22.95,5.2,8.32,44.6
1672,26.9,59539.76,16.5,233.36,3,14.87,1666.9,12.93,4.73,3.17,18.66
1673,2.41,8063.82,2.12,255.36,2,4.72,200.0,20.83,2.41,4.48,73.38
1674,15.74,15847.91,19.62,,4,2.15,1165.45,20.52,1.37,10.93,34.19
1675,12.31,8651.29,18.19,102.67,2,14.97,1854.23,32.73,10.18,4.18,21.87
1676,29.47,7486.74,14.43,392.95,1,5.65,1112.81,21.47,10.88,25.45,2.75
1677,3.36,16903.25,7.52,260.87,3,10.68,1660.23,22.49,3.36,7.58,56.15
1678,11.94,6423.9,15.85,277.87,3,4.3,2748.32,17.05,3.91,22.43,27.25
1679,29.08,10035.8,11.37,245.95,2,9.54,987.18,33.47,0.28,9.48,1.32
1680,25.97,10481.41,17.46,198.54,2,13.75,1013.41,28.32,8.18,13.73,2.42
1681,24.51,4748.23,5.68,236.99,1,6.16,200.0,13.56,10.6,13.16,22.22
1682,7.74,17919.3,7.01,138.04,4,10.71,532.73,30.33,7.74,5.63,42.89
1683,5.13,7044.71,,409.4,3,4.44,561.25,17.97,2.91,13.86,69.42
1684,,4426.67,6.04,163.58,3,10.12,1328.83,29.86,3.93,6.04,27.96
1685,27.88,12446.66,,177.76,1,6.37,1348.86,29.69,7.69,1.71,0.0
1686,,3949.03,12.95,219.18,1,4.75,1129.61,10.67,4.96,7.07,39.3
1687,17.15,8287.84,6.09,340.17,2,6.07,1329.64,26.03,12.91,2.75,23.11
1688,8.4,8044.19,10.86,251.02,2,4.32,934.34,13.72,7.11,5.87,48.29
1689,23.08,19316.53,19.4,163.47,4,,1480.77,13.92,11.99,8.11,6.45
1690,5.61,11846.15,,337.8,1,7.16,1003.52,13.89,5.61,3.74,60.68
1691,9.71,7942.46,7.87,,4,5.19,1023.15,26.77,9.71,12.48,31.19
1692,12.76,15587.32,0.62,287.69,1,7.83,893.76,11.89,4.99,5.98,54.72
1693,15.23,24640.98,11.2,300.1,3,6.17,1273.78,5.03,12.47,2.67,32.75
1694,7.27,12660.58,7.44,417.61,1,11.68,831.52,26.46,4.12,3.8,67.8
1695,3.45,,4.68,402.96,1,14.63,1390.57,10.14,3.45,,80.92
1696,18.32,2837.08,11.47,,3,7.69,547.14,8.13,3.21,6.82,40.12
1697,8.66,3456.14,18.1,363.67,1,13.19,560.43,12.13,7.13,10.37,62.91
1698,17.44,,6.87,276.82,4,9.36,1274.97,,4.77,9.1,37.15
1699,4.63,4976.04,16.79,284.94,2,4.04,964.58,19.28,4.0,3.48,64.09
1700,14.43,6977.34,9.34,131.54,2,10.98,818.44,6.34,14.43,4.97,34.05
1701,15.98,8478.76,13.72,238.07,4,8.67,1356.02,34.12,2.4,15.24,24.26
1702,1.55,12378.97,19.2,193.1,3,10.46,757.1,26.48,1.55,4.04,59.41
1703,10.1,7658.73,0.64,307.96,1,13.57,919.92,14.7,10.1,22.78,53.29
1704,4.03,11958.54,14.1,324.98,4,7.73,1559.69,14.56,0.3,2.12,71.19
1705,1.9,8532.0,26.31,104.79,2,13.72,1615.66,,1.9,14.89,55.75
1706,29.7,1668.41,21.52,248.46,2,11.76,1628.96,23.79,3.79,7.68,0.0
1707,9.67,3822.01,4.91,328.53,4,8.35,887.15,9.39,0.61,3.5,64.01
1708,24.3,7220.86,12.65,236.93,2,9.84,1492.28,,6.04,8.86,15.85
1709,7.64,3078.64,28.73,301.03,4,6.23,620.42,30.78,7.64,,50.3
1710,20.45,13094.44,8.39,274.58,2,14.79,637.24,12.69,0.18,,47.8
1711,22.81,27573.23,19.19,273.92,4,10.68,200.0,16.41,8.82,6.1,7.8
1712,17.87,21482.83,12.04,231.01,1,2.57,,31.14,7.52,14.08,3.15
1713,14.15,6831.13,8.8,164.84,1,6.25,654.41,24.89,,4.91,28.86
1714,12.36,26704.33,19.11,171.49,1,10.1,949.39,15.25,1.26,9.91,38.32
1715,10.47,9126.47,19.09,,1,2.73,635.87,25.51,10.22,14.46,34.1
1716,27.89,6187.78,5.21,251.36,2,2.31,1278.07,5.59,10.2,,13.64
1717,24.92,4960.58,21.22,240.3,3,7.85,849.75,27.07,10.04,11.04,6.49
1718,28.95,,0.21,220.33,4,6.32,478.07,19.61,14.14,8.07,2.13
1719,3.73,5939.97,8.57,228.64,3,7.7,1176.67,29.4,3.73,12.3,53.72
1720,21.93,9286.65,11.63,323.28,2,5.42,426.51,33.64,0.63,2.59,30.94
1721,28.15,9213.81,8.43,226.53,2,4.14,665.04,32.77,7.07,21.44,1.58
1722,5.44,8122.85,11.19,156.13,3,10.96,200.0,32.28,5.44,4.65,56.44
1723,1.99,11493.66,7.34,,3,,430.42,20.37,1.99,7.74,73.38
1724,22.23,21005.03,10.53,235.66,2,4.6,1071.41,15.8,6.77,1.17,21.13
1725,17.23,,16.8,252.2,2,6.15,214.19,18.95,5.76,5.47,34.24
1726,25.25,2470.27,11.1,362.53,4,9.69,407.54,25.7,6.49,10.21,23.53
1727,4.19,1050.33,24.95,248.56,1,,999.05,31.52,4.19,23.4,44.42
1728,23.86,17110.64,10.99,270.24,1,3.92,782.56,11.21,1.33,12.7,26.41
1729,6.05,2714.86,9.25,167.48,4,2.95,1796.81,32.55,6.05,5.83,29.52
1730,4.91,6769.54,30.0,234.62,3,12.56,1733.56,29.46,4.91,1.94,41.33
1731,4.93,3177.69,19.51,292.67,2,11.78,652.83,34.37,4.93,19.8,56.14
1732,24.44,,15.43,141.12,3,11.79,1222.86,,12.45,5.6,0.0
1733,19.96,12496.08,2.7,264.06,1,11.31,1299.71,13.4,5.41,10.19,33.82
1734,15.69,14873.32,23.18,257.06,1,10.7,761.01,8.18,6.46,5.84,37.07
1735,10.76,5109.17,16.88,252.89,3,8.2,401.78,8.37,6.14,11.13,54.45
1736,26.32,1019.6,4.3,322.6,1,10.35,995.08,13.74,5.62,19.21,30.1
1737,11.77,5234.38,14.95,273.41,2,2.5,930.86,23.43,11.77,13.96,28.78
1738,24.5,11086.05,5.5,353.47,4,10.08,825.69,29.13,12.43,6.72,15.0
1739,13.17,2482.13,21.31,180.45,3,12.11,1176.93,31.98,1.63,20.12,32.38
1740,11.31,9383.31,22.01,259.51,2,8.5,699.71,23.71,1.62,26.86,46.52
1741,,8004.44,18.11,255.91,2,6.65,539.2,5.17,6.42,16.5,42.63
1742,9.04,12880.03,7.43,175.15,1,5.61,1043.63,10.59,1.48,5.99,51.53
1743,22.43,,17.56,316.94,2,10.36,1154.39,7.99,9.29,14.91,19.69
1744,15.08,3720.25,3.5,412.73,3,11.01,529.34,15.9,2.16,16.39,60.11
1745,6.97,21104.83,12.1,248.81,2,13.32,1371.24,20.04,6.97,6.82,53.94
1746,26.99,7137.92,9.08,285.35,4,6.45,291.81,6.3,0.11,26.86,28.7
1747,11.52,,8.83,255.92,2,12.01,768.75,15.45,4.75,18.62,47.98
1748,16.31,3840.61,3.73,200.05,2,,2896.8,10.38,10.16,7.1,24.04
1749,27.19,5683.79,11.68,122.55,4,13.48,745.51,24.41,7.26,5.98,6.89
1750,18.73,,5.17,200.6,2,8.86,773.98,18.93,14.67,16.13,19.81
1751,3.51,7056.07,7.72,152.56,2,8.73,1748.43,19.86,3.51,31.68,42.61
1752,28.19,31868.29,15.37,369.29,1,9.51,659.65,,5.39,2.77,17.47
1753,18.83,2703.98,11.6,241.94,3,11.74,1976.49,33.68,0.68,11.52,14.04
1754,10.05,2228.65,7.87,225.79,1,14.54,1174.85,11.44,,14.72,54.42
1755,4.18,26289.8,5.27,312.24,3,2.96,1036.82,20.5,4.18,19.09,54.59
1756,23.82,,13.83,171.48,4,2.69,1190.5,27.08,12.31,14.83,0.0
1757,18.6,4744.5,14.39,196.32,4,14.19,2011.97,21.71,1.92,5.66,22.06
1758,16.0,18618.74,6.79,254.77,4,8.89,602.56,32.87,14.97,2.47,24.65
1759,26.82,4991.58,8.29,322.01,3,,551.83,16.34,,6.53,22.43
1760,23.66,34919.75,11.92,285.12,3,8.27,698.05,18.91,10.86,14.48,11.87
1761,4.55,13937.53,5.16,267.38,3,3.22,1012.86,7.66,4.55,5.17,69.39
1762,9.35,5484.44,13.03,255.47,4,11.99,309.69,23.27,3.54,21.13,60.87
1763,,45517.25,4.47,278.02,3,11.71,1008.94,,7.45,7.55,56.65
1764,22.32,,5.78,264.12,2,6.05,1677.42,9.81,4.64,4.9,21.55
1765,1.01,14671.71,0.29,177.9,1,,1060.56,21.34,1.01,12.46,68.82
1766,17.1,10295.21,5.55,253.23,4,12.89,882.93,20.97,4.22,6.95,43.11
1767,22.87,22957.34,1.87,,1,2.94,752.74,7.28,14.3,5.85,12.15
1768,26.3,28260.18,8.03,255.68,2,13.45,1359.4,25.95,0.8,29.18,10.94
1769,10.26,8313.23,6.86,216.35,3,5.34,669.67,23.71,10.26,5.15,40.91
1770,24.64,4434.92,2.07,427.76,1,9.71,1738.56,10.67,7.98,6.35,30.38
1771,3.32,11707.42,10.81,247.21,2,14.17,1773.34,19.08,,12.59,65.0
1772,25.39,4711.81,21.12,151.7,2,10.82,1102.7,26.61,3.35,20.92,7.51
1773,3.82,40566.98,,240.61,1,7.39,995.39,20.88,3.82,,45.43
1774,11.92,9038.32,2.46,286.36,4,10.96,1412.26,16.86,2.86,9.02,47.68
1775,23.92,6049.57,12.36,367.14,1,6.47,1437.92,14.67,8.29,,16.94
1776,4.5,9393.23,14.11,208.74,4,5.6,677.6,23.31,3.8,6.11,53.52
1777,6.88,2758.1,16.14,139.23,3,,789.38,33.17,6.88,6.13,51.53
1778,21.67,3724.58,8.58,307.18,4,11.76,471.06,25.15,0.43,5.21,40.06
1779,21.6,21169.8,13.63,153.36,3,10.38,,7.24,3.0,11.23,21.4
1780,19.23,4790.95,16.49,219.47,1,6.62,1266.65,18.82,3.63,3.98,28.9
1781,20.82,3506.84,22.9,231.97,3,2.64,460.03,31.72,6.21,3.12,22.21
1782,16.28,12448.09,11.72,245.13,2,2.4,817.92,7.83,3.49,6.33,32.11
1783,7.55,20922.14,1.57,298.24,3,9.2,461.1,34.67,7.37,1.84,58.97
1784,10.37,14402.58,8.93,202.15,4,11.91,640.48,33.47,10.37,10.2,41.41
1785,5.45,17976.81,13.6,230.84,4,8.99,1220.41,7.35,5.45,11.25,61.69
1786,27.25,4422.96,7.35,249.0,4,12.93,706.61,33.0,8.7,12.67,11.87
1787,17.5,2598.14,15.54,260.47,3,2.43,879.67,15.89,1.34,15.37,41.14
1788,12.03,26931.9,3.39,256.85,4,6.77,349.08,30.34,10.41,6.48,40.83
1789,13.86,6259.5,25.74,280.52,4,5.08,1074.8,17.55,2.5,19.31,34.2
1790,28.42,6629.82,7.19,309.07,2,7.81,982.29,18.23,11.8,,0.3
1791,4.6,23448.35,3.96,277.48,3,2.94,708.42,24.03,3.75,3.5,55.66
1792,17.59,12644.58,5.28,281.75,2,14.4,924.39,28.23,6.26,8.09,30.86
1793,15.18,11669.22,19.46,139.24,4,4.9,1072.12,6.01,,0.67,34.26
1794,18.34,45798.28,5.69,253.52,4,13.99,674.05,22.79,12.88,19.5,23.14
1795,0.54,4842.5,12.81,283.57,4,7.54,409.49,10.6,0.54,15.18,81.26
1796,26.16,17022.17,23.34,301.03,3,14.81,1722.23,15.38,8.48,22.56,0.0
1797,27.96,8481.23,5.11,201.54,1,9.2,746.69,15.44,2.13,2.1,15.98
1798,16.95,10045.44,20.45,203.87,4,14.1,961.3,19.07,10.57,11.99,22.07
1799,20.9,27522.93,16.35,209.81,4,2.07,1404.34,15.02,13.58,5.51,11.56
1800,27.67,12164.4,1.63,287.55,4,11.73,2411.62,8.22,6.52,1.15,16.05
